city,avg_temp
Birmingham,18.17
Birmingham,18.74
Birmingham,18.98
Bissau,26.51
Bissau,26.52
Bissau,26.60
Bissau,
Bissau,
Bissau,
Bissau,
Bissau,26.51
Bissau,26.18
Bissau,26.30
Bissau,27.02
Bissau,26.45
Bissau,26.52
Bissau,26.19
Bissau,26.25
Bissau,26.65
Bissau,26.76
Bissau,27.04
Bissau,
Bissau,26.28
Bissau,26.45
Bissau,26.69
Bissau,
Bissau,
Bissau,25.56
Bissau,26.32
Bissau,26.01
Bissau,26.36
Bissau,26.61
Bissau,26.87
Bissau,26.47
Bissau,26.83
Bissau,27.11
Bissau,26.83
Bissau,27.39
Bissau,26.85
Bissau,26.21
Bissau,26.31
Bissau,26.36
Bissau,26.46
Bissau,25.77
Bissau,26.25
Bissau,26.64
Bissau,27.05
Bissau,26.90
Bissau,26.35
Bissau,26.42
Bissau,27.22
Bissau,27.43
Bissau,26.84
Bissau,27.26
Bissau,26.98
Bissau,27.08
Bissau,27.08
Bissau,26.83
Bissau,26.29
Bissau,26.70
Bissau,26.83
Bissau,26.13
Bissau,26.51
Bissau,26.53
Bissau,27.09
Bissau,26.66
Bissau,26.97
Bissau,27.28
Bissau,26.89
Bissau,27.14
Bissau,26.91
Bissau,26.67
Bissau,26.67
Bissau,26.92
Bissau,26.86
Bissau,27.01
Bissau,26.77
Bissau,27.20
Bissau,26.85
Bissau,27.00
Bissau,27.42
Bissau,27.01
Bissau,26.90
Bissau,26.82
Bissau,26.81
Bissau,27.39
Bissau,27.02
Bissau,27.16
Bissau,26.94
Bissau,26.92
Bissau,27.05
Bissau,27.30
Bissau,27.10
Bissau,26.99
Bissau,27.21
Bissau,27.41
Bissau,27.11
Bissau,26.87
Bissau,27.33
Bissau,27.48
Bissau,27.01
Bissau,27.24
Bissau,26.87
Bissau,27.19
Bissau,26.91
Bissau,26.99
Bissau,26.99
Bissau,27.18
Bissau,26.86
Bissau,27.10
Bissau,26.87
Bissau,26.99
Bissau,27.25
Bissau,27.06
Bissau,27.13
Bissau,27.08
Bissau,27.14
Bissau,27.39
Bissau,27.06
Bissau,26.80
Bissau,27.20
Bissau,26.79
Bissau,26.97
Bissau,27.74
Bissau,27.51
Bissau,27.00
Bissau,27.30
Bissau,27.49
Bissau,26.90
Bissau,26.87
Bissau,26.78
Bissau,27.45
Bissau,27.18
Bissau,27.49
Bissau,27.64
Bissau,27.50
Bissau,27.27
Bissau,28.02
Bissau,27.44
Bissau,27.46
Bissau,27.33
Bissau,27.81
Bissau,27.57
Bissau,27.31
Bissau,27.66
Bissau,27.69
Bissau,27.54
Bissau,27.77
Bissau,27.48
Bissau,27.66
Bissau,27.79
Bissau,27.68
Bissau,28.26
Bissau,27.42
Bissau,27.58
Bissau,27.95
Bissau,28.10
Bissau,27.77
Bissau,27.93
Bissau,28.24
Bissau,27.64
Bissau,27.83
Bissau,27.88
Bissau,27.64
Bissau,28.21
Bissau,27.81
Bissau,27.80
Bissau,28.36
Boston,1.19
Boston,9.63
Boston,-1.37
Boston,
Boston,
Boston,
Boston,
Boston,7.88
Boston,8.60
Boston,0.36
Boston,7.35
Boston,7.75
Boston,4.28
Boston,7.76
Boston,6.65
Boston,6.09
Boston,6.80
Boston,5.53
Boston,8.05
Boston,7.42
Boston,4.99
Boston,7.36
Boston,6.73
Boston,7.96
Boston,6.28
Boston,6.74
Boston,6.94
Boston,6.99
Boston,7.72
Boston,7.44
Boston,7.97
Boston,7.35
Boston,8.08
Boston,6.83
Boston,6.56
Boston,4.75
Boston,-2.31
Boston,
Boston,7.61
Boston,6.98
Boston,6.64
Boston,6.24
Boston,6.32
Boston,6.81
Boston,6.81
Boston,7.60
Boston,7.25
Boston,7.22
Boston,7.11
Boston,6.47
Boston,7.81
Boston,7.76
Boston,7.02
Boston,6.82
Boston,6.70
Boston,7.37
Boston,6.85
Boston,7.59
Boston,8.01
Boston,8.24
Boston,7.81
Boston,7.43
Boston,8.26
Boston,7.05
Boston,6.89
Boston,7.31
Boston,6.57
Boston,7.24
Boston,7.43
Boston,5.48
Boston,6.61
Boston,6.36
Boston,6.13
Boston,5.83
Boston,5.57
Boston,5.91
Boston,6.99
Boston,6.80
Boston,6.52
Boston,7.37
Boston,6.26
Boston,7.04
Boston,8.00
Boston,7.84
Boston,6.96
Boston,8.45
Boston,6.74
Boston,7.72
Boston,7.15
Boston,6.67
Boston,6.76
Boston,6.91
Boston,5.97
Boston,5.28
Boston,5.59
Boston,6.36
Boston,6.95
Boston,6.98
Boston,6.83
Boston,6.93
Boston,6.30
Boston,6.57
Boston,7.01
Boston,7.37
Boston,7.12
Boston,7.06
Boston,6.58
Boston,6.72
Boston,6.61
Boston,6.69
Boston,7.12
Boston,6.95
Boston,6.92
Boston,5.92
Boston,6.64
Boston,6.56
Boston,6.57
Boston,6.90
Boston,7.04
Boston,6.77
Boston,6.92
Boston,7.14
Boston,7.49
Boston,6.77
Boston,6.42
Boston,5.89
Boston,6.68
Boston,7.91
Boston,6.63
Boston,6.41
Boston,6.00
Boston,6.47
Boston,5.28
Boston,6.83
Boston,7.79
Boston,8.01
Boston,6.85
Boston,7.61
Boston,7.35
Boston,6.89
Boston,6.18
Boston,7.08
Boston,6.33
Boston,6.95
Boston,6.80
Boston,5.89
Boston,7.98
Boston,7.15
Boston,7.91
Boston,7.23
Boston,6.43
Boston,7.75
Boston,7.27
Boston,7.28
Boston,7.53
Boston,8.01
Boston,7.53
Boston,7.95
Boston,7.29
Boston,7.46
Boston,7.35
Boston,5.85
Boston,6.83
Boston,7.61
Boston,6.48
Boston,7.85
Boston,7.43
Boston,7.62
Boston,7.73
Boston,7.16
Boston,8.58
Boston,6.89
Boston,7.98
Boston,7.05
Boston,6.04
Boston,7.17
Boston,7.90
Boston,7.16
Boston,8.52
Boston,7.71
Boston,7.07
Boston,6.88
Boston,7.68
Boston,6.39
Boston,7.99
Boston,7.81
Boston,7.70
Boston,8.21
Boston,8.74
Boston,8.19
Boston,7.89
Boston,7.29
Boston,7.30
Boston,7.58
Boston,8.26
Boston,8.38
Boston,7.55
Boston,6.68
Boston,8.16
Boston,8.03
Boston,7.22
Boston,7.87
Boston,7.96
Boston,8.28
Boston,7.96
Boston,7.68
Boston,9.30
Boston,7.85
Boston,8.27
Boston,8.58
Boston,9.33
Boston,8.12
Boston,8.20
Boston,7.45
Boston,8.51
Boston,7.20
Boston,8.41
Boston,7.81
Boston,7.94
Boston,7.09
Boston,7.44
Boston,7.74
Boston,7.49
Boston,7.77
Boston,7.34
Boston,7.55
Boston,7.97
Boston,7.70
Boston,7.79
Boston,7.19
Boston,8.97
Boston,7.86
Boston,8.35
Boston,7.52
Boston,7.88
Boston,7.07
Boston,8.32
Boston,7.54
Boston,8.02
Boston,7.62
Boston,8.54
Boston,8.30
Boston,7.86
Boston,7.84
Boston,7.97
Boston,7.90
Boston,7.51
Boston,9.20
Boston,9.08
Boston,7.40
Boston,7.84
Boston,7.96
Boston,8.13
Boston,7.93
Boston,7.87
Boston,9.63
Boston,9.30
Boston,8.00
Boston,8.91
Boston,9.02
Boston,7.78
Boston,8.09
Boston,8.56
Boston,9.48
Boston,8.36
Boston,8.53
Boston,8.07
Boston,9.58
Boston,9.12
Boston,10.06
Boston,10.38
Bratislava,5.33
Bratislava,11.65
Bratislava,2.15
Bratislava,
Bratislava,
Bratislava,
Bratislava,
Bratislava,10.67
Bratislava,10.98
Bratislava,5.01
Bratislava,9.78
Bratislava,9.62
Bratislava,9.41
Bratislava,10.29
Bratislava,9.94
Bratislava,8.91
Bratislava,9.91
Bratislava,9.78
Bratislava,10.25
Bratislava,9.80
Bratislava,9.39
Bratislava,10.10
Bratislava,9.85
Bratislava,9.74
Bratislava,9.19
Bratislava,8.63
Bratislava,9.56
Bratislava,9.56
Bratislava,9.05
Bratislava,10.90
Bratislava,10.18
Bratislava,9.92
Bratislava,10.62
Bratislava,9.30
Bratislava,9.52
Bratislava,10.81
Bratislava,10.90
Bratislava,9.56
Bratislava,10.66
Bratislava,9.42
Bratislava,10.42
Bratislava,9.13
Bratislava,8.58
Bratislava,8.87
Bratislava,10.05
Bratislava,9.62
Bratislava,10.05
Bratislava,10.21
Bratislava,10.73
Bratislava,9.87
Bratislava,9.88
Bratislava,10.97
Bratislava,9.78
Bratislava,10.07
Bratislava,11.33
Bratislava,10.34
Bratislava,8.56
Bratislava,10.12
Bratislava,10.79
Bratislava,10.73
Bratislava,9.19
Bratislava,9.49
Bratislava,8.25
Bratislava,10.69
Bratislava,10.55
Bratislava,8.99
Bratislava,9.59
Bratislava,9.84
Bratislava,10.83
Bratislava,8.86
Bratislava,9.33
Bratislava,8.90
Bratislava,9.24
Bratislava,8.90
Bratislava,9.82
Bratislava,10.16
Bratislava,10.02
Bratislava,9.50
Bratislava,9.85
Bratislava,11.13
Bratislava,9.68
Bratislava,10.53
Bratislava,10.29
Bratislava,9.83
Bratislava,10.18
Bratislava,9.85
Bratislava,7.88
Bratislava,9.45
Bratislava,9.78
Bratislava,9.18
Bratislava,9.84
Bratislava,11.17
Bratislava,9.37
Bratislava,10.07
Bratislava,8.72
Bratislava,8.29
Bratislava,9.70
Bratislava,8.40
Bratislava,10.43
Bratislava,9.06
Bratislava,9.94
Bratislava,9.13
Bratislava,9.40
Bratislava,10.93
Bratislava,9.07
Bratislava,10.06
Bratislava,9.21
Bratislava,9.36
Bratislava,9.47
Bratislava,10.07
Bratislava,9.23
Bratislava,9.42
Bratislava,9.06
Bratislava,9.41
Bratislava,9.80
Bratislava,8.60
Bratislava,10.31
Bratislava,9.32
Bratislava,9.86
Bratislava,10.24
Bratislava,11.12
Bratislava,8.17
Bratislava,9.74
Bratislava,10.29
Bratislava,9.67
Bratislava,10.89
Bratislava,10.19
Bratislava,8.49
Bratislava,8.35
Bratislava,11.05
Bratislava,10.33
Bratislava,9.39
Bratislava,8.50
Bratislava,9.40
Bratislava,9.59
Bratislava,9.78
Bratislava,8.77
Bratislava,9.73
Bratislava,8.71
Bratislava,10.34
Bratislava,9.13
Bratislava,9.59
Bratislava,9.88
Bratislava,9.85
Bratislava,9.02
Bratislava,8.64
Bratislava,9.12
Bratislava,9.42
Bratislava,8.98
Bratislava,9.40
Bratislava,9.02
Bratislava,9.76
Bratislava,9.08
Bratislava,9.20
Bratislava,9.62
Bratislava,10.53
Bratislava,9.61
Bratislava,10.37
Bratislava,9.46
Bratislava,8.97
Bratislava,10.04
Bratislava,10.06
Bratislava,9.71
Bratislava,9.75
Bratislava,9.49
Bratislava,9.09
Bratislava,9.38
Bratislava,10.24
Bratislava,10.33
Bratislava,9.05
Bratislava,9.61
Bratislava,9.19
Bratislava,9.64
Bratislava,10.59
Bratislava,9.49
Bratislava,10.09
Bratislava,9.31
Bratislava,10.24
Bratislava,10.32
Bratislava,9.13
Bratislava,10.30
Bratislava,9.16
Bratislava,9.95
Bratislava,10.61
Bratislava,10.29
Bratislava,10.16
Bratislava,8.97
Bratislava,10.61
Bratislava,9.44
Bratislava,9.72
Bratislava,8.91
Bratislava,11.26
Bratislava,9.93
Bratislava,10.38
Bratislava,10.42
Bratislava,10.16
Bratislava,10.28
Bratislava,8.00
Bratislava,8.89
Bratislava,9.10
Bratislava,10.42
Bratislava,9.81
Bratislava,10.41
Bratislava,10.55
Bratislava,10.27
Bratislava,10.28
Bratislava,10.57
Bratislava,10.72
Bratislava,11.04
Bratislava,10.07
Bratislava,10.35
Bratislava,9.27
Bratislava,9.59
Bratislava,8.85
Bratislava,10.33
Bratislava,10.40
Bratislava,10.38
Bratislava,10.32
Bratislava,10.77
Bratislava,9.29
Bratislava,9.33
Bratislava,9.55
Bratislava,9.18
Bratislava,10.65
Bratislava,10.56
Bratislava,10.23
Bratislava,9.66
Bratislava,9.70
Bratislava,10.12
Bratislava,10.10
Bratislava,9.94
Bratislava,10.64
Bratislava,10.65
Bratislava,9.91
Bratislava,10.47
Bratislava,9.37
Bratislava,10.29
Bratislava,9.05
Bratislava,10.36
Bratislava,10.39
Bratislava,10.90
Bratislava,9.92
Bratislava,9.29
Bratislava,9.84
Bratislava,9.56
Bratislava,10.46
Bratislava,10.86
Bratislava,11.04
Bratislava,9.90
Bratislava,11.32
Bratislava,10.28
Bratislava,11.74
Bratislava,10.54
Bratislava,9.35
Bratislava,10.18
Bratislava,10.73
Bratislava,10.77
Bratislava,11.91
Bratislava,10.76
Bratislava,11.55
Bratislava,10.94
Bratislava,10.44
Bratislava,10.18
Bratislava,10.86
Bratislava,11.88
Bratislava,11.71
Bratislava,11.42
Bratislava,10.34
Bratislava,11.10
Bratislava,11.52
Bratislava,12.27
Brazzaville,23.98
Brazzaville,22.89
Brazzaville,23.44
Brazzaville,23.28
Brazzaville,23.32
Brazzaville,23.06
Brazzaville,23.90
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,
Brazzaville,23.50
Brazzaville,23.64
Brazzaville,23.22
Brazzaville,23.45
Brazzaville,23.75
Brazzaville,23.74
Brazzaville,22.88
Brazzaville,22.66
Brazzaville,23.03
Brazzaville,23.21
Brazzaville,23.27
Brazzaville,23.04
Brazzaville,23.55
Brazzaville,23.48
Brazzaville,22.93
Brazzaville,23.20
Brazzaville,23.84
Brazzaville,22.66
Brazzaville,22.92
Brazzaville,23.13
Brazzaville,23.41
Brazzaville,23.44
Brazzaville,23.49
Brazzaville,23.50
Brazzaville,23.72
Brazzaville,23.31
Brazzaville,23.68
Brazzaville,23.73
Brazzaville,23.99
Brazzaville,23.69
Brazzaville,23.63
Brazzaville,22.80
Brazzaville,23.52
Brazzaville,23.39
Brazzaville,23.36
Brazzaville,23.38
Brazzaville,23.55
Brazzaville,23.49
Brazzaville,23.21
Brazzaville,24.12
Brazzaville,23.87
Brazzaville,23.74
Brazzaville,23.79
Brazzaville,23.96
Brazzaville,23.71
Brazzaville,23.26
Brazzaville,23.40
Brazzaville,23.68
Brazzaville,23.95
Brazzaville,23.50
Brazzaville,23.54
Brazzaville,24.29
Brazzaville,23.66
Brazzaville,24.01
Brazzaville,24.02
Brazzaville,24.10
Brazzaville,23.65
Brazzaville,23.65
Brazzaville,24.13
Brazzaville,23.71
Brazzaville,23.92
Brazzaville,24.28
Brazzaville,24.11
Brazzaville,23.93
Brazzaville,24.24
Brazzaville,24.06
Brazzaville,23.75
Brazzaville,23.81
Brazzaville,24.33
Brazzaville,24.22
Brazzaville,23.80
Brazzaville,24.57
Brazzaville,24.52
Brazzaville,24.00
Brazzaville,24.31
Brazzaville,24.02
Brazzaville,24.37
Brazzaville,23.95
Brazzaville,24.09
Brazzaville,24.14
Brazzaville,23.92
Brazzaville,23.61
Brazzaville,23.69
Brazzaville,23.80
Brazzaville,24.02
Brazzaville,24.06
Brazzaville,23.99
Brazzaville,23.82
Brazzaville,23.66
Brazzaville,23.94
Brazzaville,24.20
Brazzaville,23.85
Brazzaville,23.93
Brazzaville,24.20
Brazzaville,23.68
Brazzaville,23.80
Brazzaville,24.22
Brazzaville,24.08
Brazzaville,23.87
Brazzaville,23.96
Brazzaville,24.32
Brazzaville,23.84
Brazzaville,23.82
Brazzaville,23.68
Brazzaville,24.11
Brazzaville,24.09
Brazzaville,24.34
Brazzaville,24.07
Brazzaville,24.08
Brazzaville,23.83
Brazzaville,24.13
Brazzaville,24.36
Brazzaville,24.09
Brazzaville,24.08
Brazzaville,24.57
Brazzaville,24.45
Brazzaville,24.00
Brazzaville,23.97
Brazzaville,24.24
Brazzaville,23.89
Brazzaville,24.31
Brazzaville,24.27
Brazzaville,24.37
Brazzaville,24.09
Brazzaville,24.33
Brazzaville,24.99
Brazzaville,24.34
Brazzaville,24.18
Brazzaville,24.25
Brazzaville,24.63
Brazzaville,24.64
Brazzaville,24.66
Brazzaville,24.71
Brazzaville,24.59
Brazzaville,24.57
Brazzaville,24.52
Brazzaville,24.58
Brazzaville,24.90
Brazzaville,24.20
Brazzaville,24.21
Brazzaville,24.41
Brisbane,18.84
Brisbane,19.05
Brisbane,19.25
Brisbane,18.68
Brisbane,18.93
Brisbane,19.56
Brisbane,19.01
Brisbane,18.78
Brisbane,18.78
Brisbane,19.01
Brisbane,19.10
Brisbane,18.93
Brisbane,18.78
Brisbane,19.05
Brisbane,17.71
Brisbane,19.02
Brisbane,18.89
Brisbane,19.06
Brisbane,18.63
Brisbane,18.83
Brisbane,19.40
Brisbane,19.18
Brisbane,19.06
Brisbane,18.80
Brisbane,19.19
Brisbane,19.38
Brisbane,19.74
Brisbane,19.36
Brisbane,19.36
Brisbane,19.24
Brisbane,19.10
Brisbane,18.88
Brisbane,19.03
Brisbane,19.03
Brisbane,19.26
Brisbane,19.47
Brisbane,19.61
Brisbane,19.98
Brisbane,18.94
Brisbane,18.84
Brisbane,19.17
Brisbane,19.33
Brisbane,18.56
Brisbane,19.53
Brisbane,19.25
Brisbane,19.41
Brisbane,18.82
Brisbane,19.14
Brisbane,19.67
Brisbane,19.03
Brisbane,18.89
Brisbane,19.42
Brisbane,19.16
Brisbane,18.81
Brisbane,18.98
Brisbane,19.01
Brisbane,19.69
Brisbane,19.44
Brisbane,19.19
Brisbane,19.40
Brisbane,19.30
Brisbane,19.81
Brisbane,19.34
Brisbane,19.07
Brisbane,18.99
Brisbane,19.19
Brisbane,19.32
Brisbane,18.84
Brisbane,19.01
Brisbane,19.32
Brisbane,19.19
Brisbane,19.62
Brisbane,19.38
Brisbane,19.98
Brisbane,20.14
Brisbane,19.50
Brisbane,18.86
Brisbane,19.12
Brisbane,19.92
Brisbane,19.25
Brisbane,19.55
Brisbane,19.64
Brisbane,19.73
Brisbane,19.40
Brisbane,18.99
Brisbane,19.91
Brisbane,18.96
Brisbane,19.64
Brisbane,19.34
Brisbane,19.36
Brisbane,19.69
Brisbane,19.50
Brisbane,19.37
Brisbane,18.92
Brisbane,19.23
Brisbane,19.60
Brisbane,19.45
Brisbane,19.83
Brisbane,19.29
Brisbane,19.81
Brisbane,19.43
Brisbane,19.95
Brisbane,19.25
Brisbane,19.47
Brisbane,19.69
Brisbane,19.61
Brisbane,19.43
Brisbane,19.31
Brisbane,19.30
Brisbane,19.65
Brisbane,19.07
Brisbane,19.75
Brisbane,19.56
Brisbane,19.62
Brisbane,19.74
Brisbane,19.24
Brisbane,19.90
Brisbane,20.13
Brisbane,19.40
Brisbane,19.03
Brisbane,19.00
Brisbane,19.27
Brisbane,19.28
Brisbane,19.57
Brisbane,19.59
Brisbane,19.17
Brisbane,19.39
Brisbane,19.57
Brisbane,19.81
Brisbane,19.45
Brisbane,19.31
Brisbane,19.36
Brisbane,20.66
Brisbane,19.28
Brisbane,19.68
Brisbane,19.63
Brisbane,19.85
Brisbane,19.54
Brisbane,19.98
Brisbane,20.32
Brisbane,19.85
Brisbane,19.56
Brisbane,19.93
Brisbane,19.46
Brisbane,19.64
Brisbane,19.93
Brisbane,20.05
Brisbane,20.27
Brisbane,19.66
Brisbane,20.06
Brisbane,20.29
Brisbane,19.79
Brisbane,20.19
Brisbane,19.59
Brisbane,20.12
Brisbane,20.06
Brisbane,20.16
Brisbane,20.62
Brisbane,19.75
Brisbane,19.89
Brisbane,20.21
Brisbane,20.38
Brisbane,19.95
Brisbane,20.42
Brisbane,20.71
Brisbane,20.17
Brisbane,20.31
Brisbane,19.79
Brisbane,20.65
Brisbane,20.33
Brisbane,19.88
Brisbane,20.08
Brisbane,20.14
Brussels,7.52
Brussels,11.02
Brussels,4.06
Brussels,
Brussels,
Brussels,
Brussels,
Brussels,10.73
Brussels,10.52
Brussels,6.55
Brussels,9.86
Brussels,9.54
Brussels,9.30
Brussels,9.77
Brussels,9.61
Brussels,9.31
Brussels,10.26
Brussels,9.98
Brussels,10.08
Brussels,9.44
Brussels,9.24
Brussels,9.80
Brussels,9.61
Brussels,9.49
Brussels,9.36
Brussels,9.49
Brussels,9.55
Brussels,9.52
Brussels,9.19
Brussels,10.22
Brussels,10.05
Brussels,9.72
Brussels,10.53
Brussels,9.66
Brussels,9.59
Brussels,10.31
Brussels,11.08
Brussels,10.02
Brussels,10.89
Brussels,9.03
Brussels,10.53
Brussels,8.71
Brussels,8.83
Brussels,8.89
Brussels,9.97
Brussels,9.76
Brussels,9.29
Brussels,9.98
Brussels,10.04
Brussels,9.98
Brussels,10.06
Brussels,10.48
Brussels,9.78
Brussels,9.87
Brussels,10.16
Brussels,10.02
Brussels,8.14
Brussels,9.78
Brussels,10.08
Brussels,9.71
Brussels,9.00
Brussels,9.51
Brussels,8.34
Brussels,10.46
Brussels,9.76
Brussels,9.16
Brussels,9.42
Brussels,9.31
Brussels,10.78
Brussels,8.95
Brussels,9.49
Brussels,8.65
Brussels,9.57
Brussels,8.47
Brussels,9.59
Brussels,10.26
Brussels,10.28
Brussels,8.99
Brussels,10.04
Brussels,10.91
Brussels,9.35
Brussels,10.05
Brussels,10.50
Brussels,10.37
Brussels,9.63
Brussels,10.44
Brussels,8.09
Brussels,9.09
Brussels,10.48
Brussels,9.26
Brussels,9.71
Brussels,11.20
Brussels,9.79
Brussels,9.84
Brussels,9.24
Brussels,8.53
Brussels,9.74
Brussels,9.03
Brussels,9.88
Brussels,9.57
Brussels,9.85
Brussels,9.04
Brussels,8.70
Brussels,10.90
Brussels,9.39
Brussels,9.96
Brussels,9.70
Brussels,9.20
Brussels,9.38
Brussels,10.49
Brussels,8.74
Brussels,9.71
Brussels,8.23
Brussels,9.73
Brussels,10.49
Brussels,9.32
Brussels,10.53
Brussels,8.54
Brussels,9.68
Brussels,10.34
Brussels,10.36
Brussels,8.64
Brussels,10.24
Brussels,10.21
Brussels,9.55
Brussels,10.95
Brussels,9.74
Brussels,8.97
Brussels,8.75
Brussels,10.75
Brussels,9.88
Brussels,9.73
Brussels,9.60
Brussels,9.99
Brussels,9.97
Brussels,9.82
Brussels,8.14
Brussels,10.00
Brussels,9.22
Brussels,9.81
Brussels,9.64
Brussels,10.30
Brussels,9.24
Brussels,9.59
Brussels,8.63
Brussels,8.62
Brussels,9.05
Brussels,8.86
Brussels,9.11
Brussels,9.10
Brussels,10.23
Brussels,9.91
Brussels,9.20
Brussels,9.37
Brussels,9.89
Brussels,10.31
Brussels,10.07
Brussels,10.18
Brussels,9.48
Brussels,9.22
Brussels,9.91
Brussels,9.84
Brussels,9.53
Brussels,9.98
Brussels,9.50
Brussels,9.33
Brussels,9.06
Brussels,9.96
Brussels,10.65
Brussels,9.94
Brussels,10.31
Brussels,10.15
Brussels,9.65
Brussels,9.95
Brussels,8.87
Brussels,10.10
Brussels,9.01
Brussels,10.22
Brussels,10.94
Brussels,9.11
Brussels,9.76
Brussels,9.50
Brussels,9.73
Brussels,10.31
Brussels,9.77
Brussels,10.28
Brussels,9.40
Brussels,10.45
Brussels,9.46
Brussels,10.03
Brussels,9.77
Brussels,10.77
Brussels,10.26
Brussels,10.03
Brussels,10.33
Brussels,10.36
Brussels,10.23
Brussels,9.02
Brussels,9.44
Brussels,9.35
Brussels,10.63
Brussels,9.93
Brussels,10.77
Brussels,9.89
Brussels,10.50
Brussels,10.63
Brussels,10.88
Brussels,10.20
Brussels,10.26
Brussels,9.91
Brussels,10.43
Brussels,9.70
Brussels,9.64
Brussels,8.96
Brussels,10.53
Brussels,10.11
Brussels,11.06
Brussels,10.40
Brussels,10.82
Brussels,8.95
Brussels,8.60
Brussels,9.93
Brussels,9.45
Brussels,10.23
Brussels,10.41
Brussels,9.79
Brussels,9.99
Brussels,9.96
Brussels,10.22
Brussels,9.75
Brussels,10.17
Brussels,10.45
Brussels,10.39
Brussels,10.75
Brussels,10.30
Brussels,9.66
Brussels,9.41
Brussels,9.73
Brussels,10.04
Brussels,10.66
Brussels,10.66
Brussels,10.11
Brussels,9.17
Brussels,9.60
Brussels,9.48
Brussels,10.82
Brussels,11.30
Brussels,11.34
Brussels,10.06
Brussels,10.81
Brussels,10.29
Brussels,11.32
Brussels,11.13
Brussels,9.30
Brussels,10.88
Brussels,10.79
Brussels,11.35
Brussels,11.37
Brussels,10.94
Brussels,11.44
Brussels,11.20
Brussels,10.94
Brussels,11.16
Brussels,11.48
Brussels,11.52
Brussels,10.90
Brussels,11.00
Brussels,9.74
Brussels,11.69
Brussels,10.68
Brussels,10.36
Bucharest,5.31
Bucharest,12.95
Bucharest,2.28
Bucharest,
Bucharest,
Bucharest,
Bucharest,
Bucharest,11.48
Bucharest,12.01
Bucharest,5.31
Bucharest,10.74
Bucharest,10.81
Bucharest,10.61
Bucharest,11.39
Bucharest,11.16
Bucharest,9.51
Bucharest,10.56
Bucharest,10.09
Bucharest,11.11
Bucharest,10.93
Bucharest,10.11
Bucharest,11.13
Bucharest,11.02
Bucharest,10.87
Bucharest,10.51
Bucharest,9.44
Bucharest,10.59
Bucharest,10.63
Bucharest,10.33
Bucharest,11.62
Bucharest,11.16
Bucharest,11.26
Bucharest,11.71
Bucharest,10.47
Bucharest,10.47
Bucharest,11.43
Bucharest,11.55
Bucharest,11.00
Bucharest,11.20
Bucharest,10.39
Bucharest,10.87
Bucharest,10.64
Bucharest,9.73
Bucharest,10.24
Bucharest,10.98
Bucharest,10.75
Bucharest,11.14
Bucharest,10.97
Bucharest,11.58
Bucharest,10.75
Bucharest,10.69
Bucharest,11.43
Bucharest,10.91
Bucharest,10.95
Bucharest,11.92
Bucharest,11.30
Bucharest,10.20
Bucharest,11.02
Bucharest,11.80
Bucharest,11.89
Bucharest,10.46
Bucharest,10.82
Bucharest,10.06
Bucharest,11.34
Bucharest,11.46
Bucharest,10.01
Bucharest,9.94
Bucharest,10.32
Bucharest,10.82
Bucharest,9.68
Bucharest,10.00
Bucharest,10.06
Bucharest,9.92
Bucharest,9.80
Bucharest,10.37
Bucharest,10.74
Bucharest,10.68
Bucharest,10.35
Bucharest,10.52
Bucharest,10.99
Bucharest,10.91
Bucharest,11.81
Bucharest,10.64
Bucharest,10.67
Bucharest,11.33
Bucharest,10.33
Bucharest,9.49
Bucharest,10.40
Bucharest,10.21
Bucharest,9.02
Bucharest,10.50
Bucharest,10.97
Bucharest,9.98
Bucharest,10.69
Bucharest,9.73
Bucharest,9.52
Bucharest,10.22
Bucharest,9.46
Bucharest,11.21
Bucharest,10.13
Bucharest,10.79
Bucharest,9.98
Bucharest,10.67
Bucharest,11.55
Bucharest,10.18
Bucharest,11.31
Bucharest,10.34
Bucharest,10.29
Bucharest,11.46
Bucharest,10.95
Bucharest,11.47
Bucharest,10.48
Bucharest,10.72
Bucharest,10.23
Bucharest,10.01
Bucharest,9.31
Bucharest,11.27
Bucharest,11.20
Bucharest,10.09
Bucharest,10.48
Bucharest,11.41
Bucharest,9.75
Bucharest,10.33
Bucharest,10.85
Bucharest,10.56
Bucharest,10.61
Bucharest,11.18
Bucharest,10.04
Bucharest,9.82
Bucharest,11.80
Bucharest,11.42
Bucharest,10.61
Bucharest,9.04
Bucharest,10.56
Bucharest,10.66
Bucharest,11.26
Bucharest,10.71
Bucharest,9.98
Bucharest,9.46
Bucharest,11.03
Bucharest,10.25
Bucharest,10.05
Bucharest,10.83
Bucharest,11.00
Bucharest,10.92
Bucharest,9.58
Bucharest,10.19
Bucharest,10.44
Bucharest,10.27
Bucharest,11.17
Bucharest,9.51
Bucharest,10.45
Bucharest,10.88
Bucharest,10.84
Bucharest,10.93
Bucharest,11.20
Bucharest,10.97
Bucharest,11.33
Bucharest,10.82
Bucharest,10.12
Bucharest,11.14
Bucharest,10.44
Bucharest,10.60
Bucharest,10.86
Bucharest,9.83
Bucharest,10.41
Bucharest,10.85
Bucharest,11.40
Bucharest,10.67
Bucharest,10.34
Bucharest,10.48
Bucharest,10.12
Bucharest,11.18
Bucharest,11.90
Bucharest,10.92
Bucharest,11.62
Bucharest,10.86
Bucharest,10.40
Bucharest,10.73
